n_evals,hv_all
50,0.0
100,0.0
150,0.0
200,0.005030137484219065
250,0.006255456712061622
300,0.006255456712061622
350,0.006255456712061622
400,0.012394157476053769
450,0.7190169628731203
500,0.7212329083781218
