Index,orientation_ego,velocity_ego,orientation_ped,velocity_ped,Min distance,Velocity at min distance,Critical
387,32.237850,2.878033,278.177099,2.003932,1.540647,-2.878033,0
388,34.637726,2.824395,278.985904,2.003932,1.211224,-2.824395,0
389,164.798659,1.047433,220.185199,2.520672,0.547553,-1.047433,0
390,32.364590,2.129289,278.177099,2.001425,0.565832,-2.129289,0
391,82.141717,2.254594,224.304274,2.121331,0.667288,-2.254594,0
392,164.798659,1.047402,220.185199,2.516932,0.512759,-1.047402,0
393,32.040017,2.878033,278.156357,2.003932,1.542769,-2.878033,0
394,32.237850,2.824395,278.985904,2.003932,1.405107,-2.824395,0
395,32.364590,2.129289,278.177099,1.998438,0.588793,-2.129289,0
396,31.406394,1.717208,274.925139,1.805313,0.584918,-1.717208,0
397,82.141717,2.254594,224.304274,2.117591,0.681027,-2.254594,0
398,164.798659,1.047402,220.185199,2.520672,0.542896,-1.047402,0
399,159.881894,1.042803,220.185199,2.520672,0.525674,-1.042803,0
400,60.198240,2.120980,253.280352,1.789200,0.276967,-2.120980,1
401,95.743580,2.878152,171.290026,1.532342,0.447515,-2.878152,0
402,32.237850,2.938189,273.077958,2.341326,1.502980,-2.938189,0
403,32.237850,2.938665,270.507128,2.021888,2.058551,-2.938665,0
404,45.817162,2.831200,273.526034,2.003932,0.348006,-2.831200,0
405,59.509517,2.138915,253.133078,1.789200,0.287965,-2.138915,1
406,95.743580,2.878033,171.290026,1.531007,0.405204,-2.878033,0
407,60.198240,2.888799,253.280352,1.385889,0.547531,-2.888799,0
408,46.072928,2.878033,273.091444,2.002393,0.415329,-2.878033,0
409,32.237850,2.915714,280.838261,2.025701,1.322379,-2.915714,0
410,46.672593,2.889344,271.130657,1.786557,0.717565,-2.889344,0
411,31.646207,2.890478,279.731318,2.219061,1.228966,-2.890478,0
412,32.237850,2.938189,270.507128,2.021888,2.062783,-2.938189,0
413,93.956722,2.819431,172.564926,1.415354,0.403684,-2.819431,0
414,82.141717,2.256327,224.946286,1.818762,0.386010,-2.256327,0
415,82.804325,2.254594,224.304274,1.818762,0.382329,-2.254594,0
416,46.009516,2.878031,273.091444,1.969235,0.412338,-2.878031,0
417,46.009516,2.878033,273.091444,1.967900,0.455487,-2.878033,0
418,52.612173,2.899139,244.520966,1.802720,1.722727,-2.899139,0
419,46.672593,2.889344,264.879506,1.786557,1.068684,-2.889344,0
420,75.573246,2.878219,222.487065,2.172657,1.039067,-2.878219,0
421,32.237850,2.938189,264.255977,2.021888,2.426358,-2.938189,0
422,82.141717,2.254594,224.304274,1.818762,0.395324,-2.254594,0
423,164.718037,1.047402,220.185199,2.419013,0.386890,-1.047402,0
424,95.743580,2.878031,171.290026,1.532342,0.436316,-2.878031,0
425,95.652929,2.751073,203.615537,2.125863,0.412730,-2.751073,0
426,46.009516,2.878033,273.091444,1.982133,0.467999,-2.878033,0
427,32.237850,2.890777,273.208189,2.003932,1.838008,-2.890777,0
428,46.672593,2.889158,263.508649,1.786557,1.247433,-2.889158,0
429,31.646207,2.878034,279.731318,2.220425,1.138959,-2.878034,0
430,6.601451,2.913076,270.507128,2.007002,4.441202,-2.913076,0
431,32.031990,2.915714,172.358429,1.981884,7.072894,-2.915714,0
432,45.811683,2.878033,273.070702,1.982133,0.499287,-2.878033,0
433,60.370070,2.890469,222.009256,1.997326,2.438038,-2.890469,0
434,32.810760,2.880156,278.177099,2.003932,1.528185,-2.880156,0
435,32.364590,2.878758,278.177099,2.003905,1.524733,-2.878758,0
436,32.237850,2.890777,172.358429,2.003932,7.034074,-2.890777,0
437,32.237850,2.915714,169.787599,2.025701,7.077150,-2.915714,0
438,93.956722,2.819431,172.564926,1.631477,1.038226,-2.819431,0
439,52.282150,2.260626,254.696826,1.879475,0.947688,-2.260626,0
440,91.533036,2.656087,172.564926,1.408163,0.994324,-2.656087,0
441,75.573246,2.878033,221.116209,2.172657,1.187706,-2.878033,0
442,47.011863,2.146119,265.523041,1.789200,0.541640,-2.146119,0
443,82.217930,2.254594,224.304274,2.115481,0.662773,-2.254594,0
444,164.798659,1.047402,220.185199,2.516786,0.510499,-1.047402,0
445,31.646207,2.254546,278.128949,2.220425,0.560017,-2.254546,0
446,15.793779,2.883053,224.949111,1.402631,6.164747,-2.883053,0
447,32.364590,2.879233,278.177099,2.003905,1.548141,-2.879233,0
448,164.798659,1.047402,220.185199,2.516932,0.512759,-1.047402,0
449,32.237850,2.915714,172.358429,2.345139,7.153253,-2.915714,0
450,32.237850,2.938189,273.077958,2.341326,1.502980,-2.938189,0
451,46.072928,2.878685,273.091444,2.006584,0.426032,-2.878685,0
452,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
453,46.009516,2.878033,276.106682,1.982133,0.263614,-2.878033,1
454,32.250398,2.938960,270.507128,2.021888,2.049560,-2.938960,0
455,45.655593,2.916370,273.091444,1.967900,0.525067,-2.916370,0
456,32.237850,2.938189,273.066414,2.021888,1.907089,-2.938189,0
457,95.743580,2.878152,171.290026,1.532342,0.447515,-2.878152,0
458,60.198240,2.120980,253.280352,1.789200,0.276967,-2.120980,1
459,45.817162,2.831200,273.526034,2.003932,0.348006,-2.831200,0
460,59.509517,2.138915,253.133078,1.789200,0.287965,-2.138915,1
461,95.743580,2.878033,171.290026,1.531007,0.405204,-2.878033,0
462,46.072928,2.878033,273.091444,2.002393,0.415329,-2.878033,0
463,94.563423,2.819431,170.570717,1.419516,0.311761,-2.819431,0
464,32.237850,2.938665,270.507128,2.021888,2.058551,-2.938665,0
465,60.198240,2.888799,253.280352,1.385889,0.547531,-2.888799,0
466,45.998867,2.915714,266.172359,2.357386,0.675644,-2.915714,0
467,46.009516,2.878031,273.091444,1.969235,0.412338,-2.878031,0
468,46.009516,2.878033,273.091444,1.967900,0.455487,-2.878033,0
469,93.956722,2.819431,172.564926,1.415354,0.403684,-2.819431,0
470,82.141717,2.256327,224.946286,1.818762,0.386010,-2.256327,0
471,82.804325,2.254594,224.304274,1.818762,0.382329,-2.254594,0
472,93.956722,2.818779,172.564926,1.411163,0.391827,-2.818779,0
473,32.237850,2.938189,270.507128,2.021888,2.062783,-2.938189,0
474,32.237850,2.915714,280.838261,2.025701,1.322379,-2.915714,0
475,46.672593,2.889344,271.130657,1.786557,0.717565,-2.889344,0
476,46.672593,2.913511,270.558750,1.786557,0.770768,-2.913511,0
477,46.567339,2.900061,270.758430,1.818762,0.734060,-2.900061,0
478,95.743580,2.878031,171.290026,1.532342,0.436316,-2.878031,0
479,46.009516,2.878033,273.091444,1.982133,0.467999,-2.878033,0
480,164.718037,1.047402,220.185199,2.419013,0.386890,-1.047402,0
481,82.141717,2.254594,224.304274,1.818762,0.395324,-2.254594,0
482,95.652929,2.751073,203.615537,2.125863,0.412730,-2.751073,0
483,32.237850,2.938189,264.255977,2.021888,2.426358,-2.938189,0
484,60.370070,2.936048,222.009256,1.998241,2.425022,-2.936048,0
485,31.646207,2.890478,279.731318,2.219061,1.228966,-2.890478,0
486,52.612173,2.899139,244.520966,1.802720,1.722727,-2.899139,0
487,46.672593,2.889344,264.879506,1.786557,1.068684,-2.889344,0
488,75.573246,2.878219,222.487065,2.172657,1.039067,-2.878219,0
489,45.811683,2.878033,273.070702,1.982133,0.499287,-2.878033,0
490,82.545423,2.212797,224.281505,1.819864,0.422490,-2.212797,0
491,45.749355,2.938189,233.174749,2.019926,3.107852,-2.938189,0
492,60.628973,2.931832,222.032024,1.996223,2.438131,-2.931832,0
493,32.237850,2.890777,273.208189,2.003932,1.838008,-2.890777,0
494,46.672593,2.889158,263.508649,1.786557,1.247433,-2.889158,0
495,46.672593,2.889344,257.596072,1.786557,1.522706,-2.889344,0
496,31.646207,2.878034,279.731318,2.220425,1.138959,-2.878034,0
497,164.798659,1.047402,220.185199,2.516786,0.510499,-1.047402,0
498,32.031990,2.915714,172.358429,1.981884,7.072894,-2.915714,0
499,6.601451,2.913076,270.507128,2.007002,4.441202,-2.913076,0
500,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
501,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
502,60.198240,2.888809,253.280352,1.974087,0.346642,-2.888809,0
503,32.237850,2.947581,270.507128,2.021888,2.026805,-2.947581,0
504,60.198240,2.942647,253.280352,1.789200,0.462940,-2.942647,0
505,46.009516,2.888700,276.106682,1.982133,0.260199,-2.888700,1
506,60.520626,2.253714,253.854507,1.789438,0.213144,-2.253714,1
507,45.655593,2.916370,273.091444,1.967900,0.525067,-2.916370,0
508,45.819695,2.941693,273.070702,1.982133,0.562856,-2.941693,0
509,46.072928,2.878685,273.091444,2.006584,0.426032,-2.878685,0
510,46.009516,2.878033,276.106682,1.982133,0.263614,-2.878033,1
511,46.010567,2.878692,273.091444,2.007596,0.489799,-2.878692,0
512,60.198240,2.888799,253.280352,1.385889,0.547531,-2.888799,0
513,32.250398,2.938960,270.507128,2.021888,2.049560,-2.938960,0
514,45.998867,2.915714,266.172359,2.357386,0.675644,-2.915714,0
515,45.791025,2.919209,273.091444,1.699516,0.859027,-2.919209,0
516,46.062107,2.938757,254.588547,2.089347,1.674895,-2.938757,0
517,31.646207,2.938619,279.731318,2.219061,1.258159,-2.938619,0
518,95.743580,2.878152,171.290026,1.532342,0.447515,-2.878152,0
519,60.198240,2.120980,253.280352,1.789200,0.276967,-2.120980,1
520,45.817162,2.831200,273.526034,2.003932,0.348006,-2.831200,0
521,59.509517,2.138915,253.133078,1.789200,0.287965,-2.138915,1
522,95.743580,2.878033,171.290026,1.531007,0.405204,-2.878033,0
523,46.072928,2.878033,273.091444,2.002393,0.415329,-2.878033,0
524,94.563423,2.819431,170.570717,1.419516,0.311761,-2.819431,0
525,45.947975,2.886910,266.172359,2.357386,0.641185,-2.886910,0
526,46.672593,2.889344,271.130657,1.786557,0.717565,-2.889344,0
527,46.672593,2.913511,270.558750,1.786557,0.770768,-2.913511,0
528,46.567339,2.900061,270.758430,1.818762,0.734060,-2.900061,0
529,45.997825,2.915714,266.284455,1.806412,1.142781,-2.915714,0
530,32.237850,2.938665,270.507128,2.021888,2.058551,-2.938665,0
531,32.237850,2.938189,273.077958,2.341326,1.502980,-2.938189,0
532,46.009516,2.878031,273.091444,1.969235,0.412338,-2.878031,0
533,46.009516,2.878033,273.091444,1.967900,0.455487,-2.878033,0
534,93.956722,2.819431,172.564926,1.415354,0.403684,-2.819431,0
535,82.141717,2.256327,224.946286,1.818762,0.386010,-2.256327,0
536,82.804325,2.254594,224.304274,1.818762,0.382329,-2.254594,0
537,93.956722,2.818779,172.564926,1.411163,0.391827,-2.818779,0
538,82.668893,2.251657,224.304274,1.818762,0.345420,-2.251657,0
539,46.672593,2.889344,264.879506,1.786557,1.068684,-2.889344,0
540,75.573246,2.878219,222.487065,2.172657,1.039067,-2.878219,0
541,32.237850,2.915714,280.838261,2.025701,1.322379,-2.915714,0
542,31.646207,2.890478,279.731318,2.219061,1.228966,-2.890478,0
543,32.237850,2.938189,273.077958,2.311171,1.527046,-2.938189,0
544,95.743580,2.878031,171.290026,1.532342,0.436316,-2.878031,0
545,46.009516,2.878033,273.091444,1.982133,0.467999,-2.878033,0
546,82.141717,2.254594,224.304274,1.818762,0.395324,-2.254594,0
547,94.614315,2.817982,170.570717,1.419516,0.404119,-2.817982,0
548,164.718037,1.047402,220.185199,2.419013,0.386890,-1.047402,0
549,32.237850,2.938189,273.066414,2.021888,1.907089,-2.938189,0
550,60.198240,2.942647,253.280352,1.789200,0.462940,-2.942647,0
551,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
552,46.009516,2.961307,273.091444,2.036228,0.463543,-2.961307,0
553,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
554,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
555,45.819695,2.956872,273.070702,1.982133,0.519292,-2.956872,0
556,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
557,46.009516,2.888700,276.106682,1.982133,0.260199,-2.888700,1
558,45.817162,2.915100,275.473325,2.000724,0.283932,-2.915100,1
559,60.520626,2.253714,253.854507,1.789438,0.213144,-2.253714,1
560,32.237850,2.947581,270.507128,2.021888,2.026805,-2.947581,0
561,45.655593,2.916370,273.091444,1.967900,0.525067,-2.916370,0
562,45.819695,2.941693,273.070702,1.982133,0.562856,-2.941693,0
563,46.009516,2.878033,276.106682,1.982133,0.263614,-2.878033,1
564,60.198240,2.888809,253.280352,1.974087,0.346642,-2.888809,0
565,60.198240,2.902086,253.280352,1.974087,0.349185,-2.902086,0
566,60.198240,2.902604,253.335896,1.981947,0.393437,-2.902604,0
567,32.237850,2.947507,270.457239,2.025722,2.069498,-2.947507,0
568,45.998866,2.915714,266.172359,2.357386,0.627858,-2.915714,0
569,46.027782,2.938960,270.507128,2.021888,0.683741,-2.938960,0
570,60.198240,2.120980,253.280352,1.789200,0.276967,-2.120980,1
571,59.509517,2.138915,253.133078,1.789200,0.287965,-2.138915,1
572,94.563423,2.819431,170.570717,1.419516,0.311761,-2.819431,0
573,60.198240,2.888809,253.280352,2.333702,0.347405,-2.888809,0
574,94.639433,2.939759,172.560288,2.325495,2.660046,-2.939759,0
575,45.998867,2.915714,266.172359,2.357386,0.675644,-2.915714,0
576,32.250398,2.938960,270.507128,2.021888,2.049560,-2.938960,0
577,46.062107,2.938757,254.588547,2.089347,1.674895,-2.938757,0
578,31.646207,2.938619,279.731318,2.219061,1.258159,-2.938619,0
579,45.791025,2.919209,273.112113,1.699516,0.856484,-2.919209,0
580,82.668893,2.251657,224.304274,1.818762,0.345420,-2.251657,0
581,46.072928,2.878685,273.091444,2.006584,0.426032,-2.878685,0
582,46.010567,2.878692,273.091444,2.007596,0.489799,-2.878692,0
583,60.198240,2.888799,253.280352,1.385889,0.547531,-2.888799,0
584,45.817162,2.831200,273.526034,2.003932,0.348006,-2.831200,0
585,95.743580,2.878033,171.290026,1.531007,0.405204,-2.878033,0
586,46.072928,2.878033,273.091444,2.002393,0.415329,-2.878033,0
587,46.672593,2.889344,271.130657,1.786557,0.717565,-2.889344,0
588,46.672593,2.913511,270.558750,1.786557,0.770768,-2.913511,0
589,46.567339,2.900061,270.758430,1.818762,0.734060,-2.900061,0
590,32.199587,2.938960,265.870189,2.021888,2.379419,-2.938960,0
591,32.237850,2.938665,270.507128,2.021888,2.058551,-2.938665,0
592,31.646207,2.938619,279.710649,2.219061,1.265911,-2.938619,0
593,45.791025,2.919209,273.091444,1.699516,0.859027,-2.919209,0
594,95.743580,2.878152,171.290026,1.532342,0.447515,-2.878152,0
595,45.947975,2.886910,266.172359,2.357386,0.641185,-2.886910,0
596,93.956722,2.819431,172.564926,1.415354,0.403684,-2.819431,0
597,93.956722,2.818779,172.564926,1.411163,0.391827,-2.818779,0
598,94.563738,2.817965,170.570717,1.419516,0.380079,-2.817965,0
599,46.009516,2.878031,273.091444,1.969235,0.412338,-2.878031,0
600,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
601,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
602,46.009516,2.961307,276.029453,2.036228,0.290970,-2.961307,1
603,46.271990,2.979715,273.526034,1.789314,0.603240,-2.979715,0
604,41.796623,2.991965,275.949928,1.778793,1.094944,-2.991965,0
605,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
606,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
607,45.817162,2.829600,275.473325,2.000724,0.196506,-2.829600,1
608,45.817162,2.861487,275.473325,2.000774,0.227719,-2.861487,1
609,46.007582,2.915211,276.083337,2.000889,0.258633,-2.915211,1
610,46.009516,2.961307,273.091444,2.036228,0.463543,-2.961307,0
611,59.743412,2.943663,253.280352,2.003819,0.362096,-2.943663,0
612,44.945918,2.964716,170.570717,1.430920,5.832406,-2.964716,0
613,60.520626,2.253714,253.340879,1.786563,0.200826,-2.253714,1
614,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
615,46.009516,2.888700,276.106682,1.982133,0.260199,-2.888700,1
616,45.817162,2.915100,275.473325,2.000724,0.283932,-2.915100,1
617,60.198240,2.902604,253.849524,1.984822,0.277104,-2.902604,1
618,45.819695,2.956872,273.070702,1.982133,0.519292,-2.956872,0
619,60.198240,2.942647,253.280352,1.789200,0.462940,-2.942647,0
620,60.520626,2.253714,253.854507,1.789438,0.213144,-2.253714,1
621,45.819097,2.888589,275.496670,1.981968,0.263307,-2.888589,1
622,60.198240,2.888809,253.280352,1.974087,0.346642,-2.888809,0
623,60.198240,2.902086,253.280352,1.974087,0.349185,-2.902086,0
624,60.198240,2.902604,253.335896,1.981947,0.393437,-2.902604,0
625,45.998789,2.956872,273.124302,1.982133,0.525227,-2.956872,0
626,45.655593,2.916370,273.091444,1.967900,0.525067,-2.916370,0
627,46.009516,2.878033,276.106682,1.982133,0.263614,-2.878033,1
628,60.198240,2.887891,253.300448,2.089268,0.285477,-2.887891,1
629,93.871000,2.878096,175.068258,1.420593,0.278590,-2.878096,1
630,60.198240,2.888809,253.280352,2.333702,0.347405,-2.888809,0
631,45.819695,2.941693,273.070702,1.982133,0.562856,-2.941693,0
632,45.819695,2.956872,273.070702,1.916387,0.613801,-2.956872,0
633,60.198240,2.120980,253.280352,1.789200,0.276967,-2.120980,1
634,95.156248,2.819431,170.602993,1.419121,0.277756,-2.819431,1
635,46.072928,2.878685,273.091444,2.006584,0.426032,-2.878685,0
636,46.010567,2.878692,273.091444,2.007596,0.489799,-2.878692,0
637,60.198240,2.888799,253.280352,1.385889,0.547531,-2.888799,0
638,45.817162,2.831200,273.526034,2.003932,0.348006,-2.831200,0
639,95.743580,2.878033,171.290026,1.531007,0.405204,-2.878033,0
640,46.072928,2.878033,273.091444,2.002393,0.415329,-2.878033,0
641,45.998866,2.915714,266.172359,2.357386,0.627858,-2.915714,0
642,46.027782,2.938960,270.507128,2.021888,0.683741,-2.938960,0
643,45.819695,2.956872,266.322581,1.982133,0.984020,-2.956872,0
644,59.509517,2.138915,253.133078,1.789200,0.287965,-2.138915,1
645,32.237850,2.947581,270.507128,2.347086,1.667608,-2.947581,0
646,94.563423,2.819431,170.570717,1.419516,0.311761,-2.819431,0
647,31.646207,2.938619,279.731318,2.219061,1.258159,-2.938619,0
648,46.725486,2.936202,267.897093,1.981665,0.841007,-2.936202,0
649,46.062107,2.939675,254.568451,2.333780,1.503177,-2.939675,0
650,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
651,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
652,46.271990,2.979715,273.526034,1.789314,0.603240,-2.979715,0
653,41.796623,2.991965,275.949928,1.778793,1.094944,-2.991965,0
654,45.819695,2.996156,253.411392,1.982133,1.851989,-2.996156,0
655,46.009516,2.960530,276.029453,2.036228,0.237616,-2.960530,1
656,46.009516,2.973126,273.091444,1.980631,0.512641,-2.973126,0
657,45.819695,2.961518,276.052899,2.035637,0.280729,-2.961518,1
658,44.994307,2.966106,276.106682,1.982133,0.436550,-2.966106,0
659,46.009516,2.961234,276.029453,2.036026,0.265821,-2.961234,1
660,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
661,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
662,45.817162,2.829600,275.473325,2.000724,0.196506,-2.829600,1
663,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
664,45.817162,2.861487,275.473325,2.000774,0.227719,-2.861487,1
665,46.009516,2.878033,276.106682,1.983755,0.229714,-2.878033,1
666,46.007582,2.915211,276.083337,2.000889,0.258633,-2.915211,1
667,46.009516,2.961307,276.029453,2.036228,0.290970,-2.961307,1
668,44.945918,2.964716,273.804691,1.953943,0.674644,-2.964716,0
669,60.520626,2.253714,253.858981,1.789438,0.182968,-2.253714,1
670,95.150845,2.785476,172.560288,1.405880,0.194669,-2.785476,1
671,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
672,46.009516,2.888700,276.106682,1.982133,0.260199,-2.888700,1
673,45.817162,2.915100,275.473325,2.000724,0.283932,-2.915100,1
674,60.198240,2.902604,253.849524,1.984822,0.277104,-2.902604,1
675,46.009516,2.961307,273.091444,2.036228,0.463543,-2.961307,0
676,59.743412,2.943663,253.280352,2.003819,0.362096,-2.943663,0
677,28.741427,2.964716,255.687493,1.429595,3.864622,-2.964716,0
678,60.520626,2.253714,253.340879,1.786563,0.200826,-2.253714,1
679,60.520626,2.287017,253.340879,1.791846,0.210196,-2.287017,1
680,45.819097,2.888589,275.496670,1.981968,0.263307,-2.888589,1
681,60.198240,2.902909,253.849524,1.984822,0.349200,-2.902909,0
682,60.198240,2.888809,253.280352,1.974087,0.346642,-2.888809,0
683,60.198240,2.902086,253.280352,1.974087,0.349185,-2.902086,0
684,45.819695,2.956872,273.070702,1.982133,0.519292,-2.956872,0
685,45.819695,2.957007,273.070702,1.982133,0.597941,-2.957007,0
686,30.894608,2.961307,280.407651,2.036228,1.540413,-2.961307,0
687,60.198240,2.942647,253.280352,1.789200,0.462940,-2.942647,0
688,44.945918,2.964716,170.570717,1.430920,5.832406,-2.964716,0
689,60.520626,2.253714,253.854507,1.789438,0.213144,-2.253714,1
690,46.009516,2.878033,276.106682,1.982133,0.263614,-2.878033,1
691,60.198240,2.887891,253.300448,2.089268,0.285477,-2.887891,1
692,93.871000,2.878096,175.068258,1.420593,0.278590,-2.878096,1
693,60.198240,2.902604,253.335896,1.981947,0.393437,-2.902604,0
694,60.198240,2.888809,253.280352,2.333702,0.347405,-2.888809,0
695,45.998789,2.956872,273.124302,1.982133,0.525227,-2.956872,0
696,45.819695,2.956945,266.322581,1.982336,1.000737,-2.956945,0
697,45.655593,2.916370,273.091444,1.967900,0.525067,-2.916370,0
698,45.819695,2.956872,273.068134,1.982133,0.573610,-2.956872,0
699,60.520626,2.253714,253.336404,1.786563,0.254054,-2.253714,1
700,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
701,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
702,45.819695,2.961518,276.052899,2.035637,0.280729,-2.961518,1
703,82.037077,2.830940,224.564300,2.003883,0.153137,-2.830940,1
704,46.725486,2.961204,276.126399,1.981665,0.232550,-2.961204,1
705,60.336172,2.996156,253.411392,1.982133,0.338675,-2.996156,0
706,46.009516,2.961307,276.100104,2.036228,0.259107,-2.961307,1
707,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
708,45.817162,2.861487,275.473325,2.000774,0.227719,-2.861487,1
709,46.009516,2.878033,276.106682,1.983755,0.229714,-2.878033,1
710,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
711,45.817162,2.829600,275.473325,2.000724,0.196506,-2.829600,1
712,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
713,46.009516,2.960530,276.029453,2.036228,0.237616,-2.960530,1
714,41.796623,2.991965,275.949928,1.778793,1.094944,-2.991965,0
715,45.819695,2.996156,253.411392,1.982133,1.851989,-2.996156,0
716,46.009516,2.991764,276.030615,2.036003,0.346645,-2.991764,0
717,46.009516,2.961234,276.029453,2.036026,0.265821,-2.961234,1
718,46.009516,2.961307,276.029453,2.036228,0.290970,-2.961307,1
719,60.520626,2.253714,253.858981,1.789438,0.182968,-2.253714,1
720,95.150845,2.785476,172.560288,1.405880,0.194669,-2.785476,1
721,46.007582,2.915211,276.083337,2.000889,0.258633,-2.915211,1
722,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
723,95.136143,2.991965,171.219769,1.778793,1.121330,-2.991965,0
724,46.009516,2.973126,273.091444,1.980631,0.512641,-2.973126,0
725,44.994307,2.966106,276.106682,1.982133,0.436550,-2.966106,0
726,46.870454,2.979715,273.526034,1.789310,0.558976,-2.979715,0
727,45.827428,2.963518,275.464978,2.035644,0.378282,-2.963518,0
728,46.271990,2.979668,273.086150,1.990425,0.518185,-2.979668,0
729,45.259016,2.961307,276.406400,2.036228,0.292546,-2.961307,1
730,60.520626,2.253714,253.340879,1.786563,0.200826,-2.253714,1
731,60.520626,2.287017,253.340879,1.791846,0.210196,-2.287017,1
732,46.009516,2.888700,276.106682,1.982133,0.260199,-2.888700,1
733,45.817162,2.915100,275.473325,2.000724,0.283932,-2.915100,1
734,60.198240,2.902604,253.849524,1.984822,0.277104,-2.902604,1
735,46.271990,2.979715,273.526034,1.789314,0.603240,-2.979715,0
736,46.009516,2.961307,273.091444,2.036228,0.463543,-2.961307,0
737,59.743412,2.943663,253.280352,2.003819,0.362096,-2.943663,0
738,60.520626,2.253714,253.854507,1.789438,0.213144,-2.253714,1
739,45.819097,2.888589,275.496670,1.981968,0.263307,-2.888589,1
740,60.198240,2.902909,253.849524,1.984822,0.349200,-2.902909,0
741,60.198240,2.902719,253.335896,1.981947,0.319677,-2.902719,0
742,44.945918,2.964716,273.803127,1.953943,0.673743,-2.964716,0
743,46.009516,2.973173,273.531328,1.779519,0.726653,-2.973173,0
744,45.819695,2.956872,273.070702,1.982133,0.519292,-2.956872,0
745,45.819695,2.957007,273.070702,1.982133,0.597941,-2.957007,0
746,45.820148,2.956609,273.091444,2.036489,0.482289,-2.956609,0
747,59.743412,2.943548,253.280352,2.003819,0.387530,-2.943548,0
748,59.922162,2.253714,253.854507,1.789441,0.236309,-2.253714,1
749,81.854366,2.970346,190.133305,1.405880,1.243437,-2.970346,0
750,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
751,45.819695,2.961518,276.052899,2.035637,0.280729,-2.961518,1
752,82.037077,2.830940,224.564300,2.003883,0.153137,-2.830940,1
753,45.819695,2.996156,276.150747,1.982133,0.326666,-2.996156,0
754,81.756713,2.866044,224.564300,2.003076,0.185142,-2.866044,1
755,46.029547,2.961513,276.055577,2.036223,0.217148,-2.961513,1
756,45.259016,2.999820,276.406400,2.011909,0.328253,-2.999820,0
757,46.714892,2.961204,276.088595,1.975332,0.212102,-2.961204,1
758,45.819587,2.963051,276.052899,2.035490,0.306200,-2.963051,0
759,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
760,95.150845,2.820040,172.560288,1.411163,0.155573,-2.820040,1
761,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
762,45.817162,2.829600,275.473325,2.000724,0.196506,-2.829600,1
763,46.009516,2.961307,276.100104,2.036228,0.259107,-2.961307,1
764,45.799665,2.961312,276.026776,2.035642,0.264576,-2.961312,1
765,46.725486,2.961310,276.126399,1.986339,0.262465,-2.961310,1
766,60.336172,2.996156,253.411392,1.982133,0.338675,-2.996156,0
767,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
768,46.725486,2.961204,276.126399,1.981665,0.232550,-2.961204,1
769,46.009516,2.887438,276.106682,1.982133,0.213219,-2.887438,1
770,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
771,46.009516,2.961234,276.029453,2.036026,0.265821,-2.961234,1
772,46.009516,2.961307,276.029453,2.036228,0.290970,-2.961307,1
773,46.009516,2.991764,276.030615,2.036003,0.346645,-2.991764,0
774,60.336172,2.996156,253.411392,2.002966,0.357107,-2.996156,0
775,46.009516,2.914156,276.030615,2.036003,0.225352,-2.914156,1
776,46.009516,2.960530,276.029453,2.036228,0.237616,-2.960530,1
777,82.037077,2.830940,224.564300,1.983050,0.220277,-2.830940,1
778,60.520626,2.253714,253.858981,1.789438,0.182968,-2.253714,1
779,95.150845,2.785476,172.560288,1.405880,0.194669,-2.785476,1
780,45.259016,2.961307,276.406400,2.036228,0.292546,-2.961307,1
781,41.796623,2.991965,275.949928,1.778793,1.094944,-2.991965,0
782,45.819695,2.996156,253.411392,1.982133,1.851989,-2.996156,0
783,46.009516,2.973126,273.091444,1.980631,0.512641,-2.973126,0
784,44.994307,2.966106,276.106682,1.982133,0.436550,-2.966106,0
