Index,orientation_ego,velocity_ego,orientation_ped,velocity_ped,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Critical
399,10.580579,1.315782,335.814582,2.498262,0.000000,0.000000,0
400,93.031367,2.417047,230.548440,2.686094,-0.991069,-2.417047,1
401,39.833228,2.782844,326.423230,2.541820,-0.930034,-2.782844,1
402,40.375945,2.681472,328.786053,2.521387,-0.989263,-2.681472,1
403,39.843339,2.780423,326.434382,2.645590,-0.922699,-2.780423,1
404,93.031367,2.420115,230.548021,2.684839,-0.946479,-2.420115,1
405,93.031367,2.417047,230.548021,2.684839,-0.953898,-2.417047,1
406,43.529830,1.634848,295.041765,2.519066,-0.986378,-1.634848,1
407,43.529830,1.647400,295.109868,2.414342,-0.982587,-1.647400,1
408,93.031367,1.956894,230.266687,2.519862,-0.980642,-1.956894,1
409,93.031367,2.426063,230.561961,2.582142,-0.850167,-2.426063,1
410,39.843339,2.780423,326.434382,2.652239,-0.815859,-2.780423,1
411,93.031367,2.421090,230.373670,2.541341,-0.914099,-2.421090,1
412,93.031367,2.413715,230.561961,2.582142,-0.935552,-2.413715,1
413,115.372173,1.889505,216.837486,2.425113,-0.972913,-1.889505,1
414,39.843339,2.780161,326.434382,2.652239,-0.688589,-2.780161,1
415,39.843339,2.767406,326.434382,2.652239,-0.719091,-2.767406,1
416,39.843339,2.732352,326.434382,2.652239,-0.774284,-2.732352,1
417,39.833228,2.724809,326.448889,2.541978,-0.778248,-2.724809,1
418,39.843339,2.780423,327.310075,2.652239,-0.638278,-2.780423,1
419,93.031367,2.421090,230.561961,2.573075,-0.851253,-2.421090,1
420,93.031367,2.420204,230.547907,2.579868,-0.862374,-2.420204,1
421,93.031367,2.387097,230.561961,2.582142,-0.908207,-2.387097,1
422,117.195567,1.889505,216.837486,2.662692,-0.963612,-1.889505,1
423,39.833228,2.723974,325.901366,2.541820,-0.734539,-2.723974,1
424,93.031367,2.519496,244.956746,2.849883,-0.770276,-2.519496,1
425,43.538611,2.780161,327.495896,2.652299,-0.614894,-2.780161,1
426,93.031367,2.420204,230.267826,2.579868,-0.771120,-2.420204,1
427,93.031367,2.413715,230.371899,2.582142,-0.827380,-2.413715,1
428,93.031367,1.969446,230.266687,2.415137,-0.894062,-1.969446,1
429,93.031367,2.387097,230.561961,2.582188,-0.892526,-2.387097,1
430,43.529830,1.634848,295.109868,2.519066,-0.926982,-1.634848,1
431,115.372173,1.889505,216.837486,2.398866,-0.905048,-1.889505,1
432,39.833228,2.703710,325.901366,2.541820,-0.689566,-2.703710,1
433,39.843339,2.721292,325.912517,2.652239,-0.648413,-2.721292,1
434,93.031367,2.421090,230.561961,2.572607,-0.752155,-2.421090,1
435,93.031367,2.434430,246.799085,2.908301,-0.739145,-2.434430,1
436,39.833228,2.724809,327.324583,2.541978,-0.607401,-2.724809,1
437,21.065197,2.273127,327.193677,2.496903,-0.825517,-2.273127,1
438,115.372173,1.895399,216.822835,2.398866,-0.885502,-1.895399,1
439,93.031367,1.969446,230.546768,2.415137,-0.839536,-1.969446,1
440,43.529830,1.634848,295.040904,2.519066,-0.889402,-1.634848,1
441,39.843339,2.703710,326.434382,2.521387,-0.640987,-2.703710,1
442,93.031367,2.421090,230.563732,2.541341,-0.743423,-2.421090,1
443,93.031367,2.000543,230.561542,2.422052,-0.754970,-2.000543,1
444,84.316134,1.757974,245.066324,2.857866,-0.813677,-1.757974,1
445,115.372173,1.889505,216.844319,2.444774,-0.802110,-1.889505,1
446,93.031367,2.421090,230.561961,2.582142,-0.727362,-2.421090,1
447,93.031367,2.420229,230.561961,2.582142,-0.731004,-2.420229,1
448,93.031367,2.420204,244.956746,2.849883,-0.647286,-2.420204,1
449,93.031367,2.417955,230.106993,2.573075,-0.729010,-2.417955,1
450,93.031367,2.417047,230.548440,2.686094,-0.991069,-2.417047,1
451,40.375945,2.681472,328.786053,2.521387,-0.989263,-2.681472,1
452,39.842981,2.782942,326.433659,2.652239,-0.930517,-2.782942,1
453,93.031367,2.420115,230.548021,2.684839,-0.946479,-2.420115,1
454,93.031367,2.417047,230.548021,2.684839,-0.953898,-2.417047,1
455,43.529830,1.634848,295.041765,2.519066,-0.986378,-1.634848,1
456,43.529830,1.647400,295.109868,2.414342,-0.982587,-1.647400,1
457,93.031367,1.956894,230.266687,2.519862,-0.980642,-1.956894,1
458,39.833228,2.782844,326.423230,2.541820,-0.930034,-2.782844,1
459,93.031367,2.413715,230.561961,2.582142,-0.935552,-2.413715,1
460,115.372173,1.889505,216.837486,2.425113,-0.972913,-1.889505,1
461,39.843339,2.780423,326.434382,2.645590,-0.922699,-2.780423,1
462,40.375945,2.781684,328.786053,2.516683,-0.712897,-2.781684,1
463,39.832965,2.780798,326.434382,2.645590,-0.868545,-2.780798,1
464,93.031367,2.420942,230.561988,2.573075,-0.928420,-2.420942,1
465,115.372173,1.889505,216.837486,2.355971,-0.969725,-1.889505,1
466,93.031367,2.421090,230.373670,2.541341,-0.914099,-2.421090,1
467,93.031367,2.426063,230.561961,2.582142,-0.850167,-2.426063,1
468,39.843339,2.780423,326.434382,2.652239,-0.815859,-2.780423,1
469,39.843339,2.680211,327.310075,2.656942,-0.845094,-2.680211,1
470,39.843183,2.780145,326.448889,2.650610,-0.838928,-2.780145,1
471,117.195567,1.889505,216.837486,2.662692,-0.963612,-1.889505,1
472,93.031367,2.421090,230.561961,2.573075,-0.851253,-2.421090,1
473,93.031367,2.420204,230.547907,2.579868,-0.862374,-2.420204,1
474,93.031367,2.387097,230.561961,2.582142,-0.908207,-2.387097,1
475,39.843339,2.780161,326.434382,2.652239,-0.688589,-2.780161,1
476,39.843339,2.780423,326.294323,2.648190,-0.675723,-2.780423,1
477,39.843339,2.767406,326.434382,2.652239,-0.719091,-2.767406,1
478,43.509780,2.745751,326.256073,2.544517,-0.795622,-2.745751,1
479,43.529830,1.634848,295.109868,2.519066,-0.926982,-1.634848,1
480,39.853278,1.613898,295.233720,2.516527,-0.958892,-1.613898,1
481,93.031367,2.413715,230.371899,2.582142,-0.827380,-2.413715,1
482,93.031367,1.969446,230.266687,2.415137,-0.894062,-1.969446,1
483,93.031367,2.387097,230.561961,2.582188,-0.892526,-2.387097,1
484,115.372173,1.889505,216.837486,2.398866,-0.905048,-1.889505,1
485,39.843339,2.780423,327.310075,2.652239,-0.638278,-2.780423,1
486,39.843339,2.732352,326.434382,2.652239,-0.774284,-2.732352,1
487,39.833228,2.724809,326.448889,2.541978,-0.778248,-2.724809,1
488,43.529830,1.634848,295.181823,2.516466,-0.908782,-1.634848,1
489,21.065197,2.273127,327.193677,2.496903,-0.825517,-2.273127,1
490,115.372173,1.895399,216.822835,2.398866,-0.885502,-1.895399,1
491,93.031367,1.994908,230.561542,2.427446,-0.884130,-1.994908,1
492,43.538611,2.780161,327.495896,2.652299,-0.614894,-2.780161,1
493,39.833385,2.725087,326.434382,2.543607,-0.730217,-2.725087,1
494,39.833228,2.723974,325.901366,2.541820,-0.734539,-2.723974,1
495,93.031367,2.519496,244.956746,2.849883,-0.770276,-2.519496,1
496,93.031367,2.420204,230.267826,2.579868,-0.771120,-2.420204,1
497,39.833228,2.724809,327.324583,2.541978,-0.607401,-2.724809,1
498,43.529830,1.634848,295.040904,2.519066,-0.889402,-1.634848,1
499,93.031367,1.969446,230.546768,2.415137,-0.839536,-1.969446,1
