Index,PedestrianSpeed,FinalHostSpeed,PedestrianEgoDistanceStartWalk,Min distance,Velocity at min distance
140,0.551775,19.080164,49.520474,0.349462,-5.960930
141,0.821739,32.690494,48.706003,0.349462,-5.960930
142,0.532862,25.559299,8.979782,0.349462,-5.960930
143,0.815778,25.559299,7.800799,0.212202,-2.724081
144,0.532862,38.714440,45.358178,0.349462,-5.960930
145,1.070471,25.559299,15.803011,0.316992,-3.983007
146,0.527446,19.099659,47.002825,0.397120,-5.709445
147,0.551775,19.080164,52.509643,0.368219,-4.383492
148,0.821709,25.559299,9.528485,0.363718,-2.396533
149,1.954802,47.846247,43.397919,0.363718,-2.396533
150,0.819572,25.559299,9.528485,0.362725,-2.396445
151,1.067508,76.208483,15.533824,2.936127,-4.618802
152,0.795226,32.499547,37.812263,2.539285,-3.908470
153,0.802396,32.690494,27.336601,0.413079,-3.660447
154,1.948870,48.588051,41.669847,2.597361,-3.908470
155,0.526565,32.690494,47.127911,2.437289,-1.749533
156,0.795226,71.982813,52.538926,1.582785,-0.527692
157,1.070887,62.345876,15.533824,3.030080,-3.375334
158,1.289577,28.037896,27.336601,2.147952,-0.020507
159,1.451062,79.462328,8.003633,2.472819,-1.749533
160,0.551775,19.080164,49.520474,0.349462,-5.960930
161,0.821739,32.690494,48.706003,0.349462,-5.960930
162,0.532862,25.559299,8.979782,0.349462,-5.960930
163,0.815778,25.559299,7.800799,0.212202,-2.724081
164,0.532862,38.714440,45.358178,0.349462,-5.960930
165,1.070471,25.559299,15.803011,0.316992,-3.983007
166,0.527446,19.099659,47.002825,0.397120,-5.709445
167,0.551775,19.080164,52.509643,0.368219,-4.383492
168,0.821709,25.559299,9.528485,0.363718,-2.396533
169,1.954802,47.846247,43.397919,0.363718,-2.396533
170,0.819572,25.559299,9.528485,0.362725,-2.396445
171,1.067508,76.208483,47.526892,0.361822,-2.396357
172,1.066981,25.559299,8.004312,0.351422,-1.772773
173,1.067508,76.208483,15.533824,2.936127,-4.618802
174,0.795226,32.499547,37.812263,2.539285,-3.908470
175,0.802396,32.690494,27.336601,0.413079,-3.660447
176,1.948870,48.588051,41.669847,2.597361,-3.908470
177,0.526565,32.690494,47.127911,2.437289,-1.749533
178,0.795226,71.982813,52.538926,1.582785,-0.527692
179,1.289577,28.037896,27.336601,2.147952,-0.020507
180,0.551775,19.080164,49.520474,0.349462,-5.960930
181,0.821739,32.690494,48.706003,0.349462,-5.960930
182,0.532862,25.559299,8.979782,0.349462,-5.960930
183,0.815778,25.559299,7.800799,0.212202,-2.724081
184,0.532862,38.714440,45.358178,0.349462,-5.960930
185,1.070471,25.559299,15.803011,0.316992,-3.983007
186,0.527446,19.099659,47.002825,0.397120,-5.709445
187,0.551775,19.080164,52.509643,0.368219,-4.383492
188,0.821709,25.559299,9.528485,0.363718,-2.396533
189,1.954802,47.846247,43.397919,0.363718,-2.396533
190,0.819572,25.559299,9.528485,0.362725,-2.396445
191,1.067508,76.208483,47.526892,0.361822,-2.396357
192,1.066981,25.559299,8.004312,0.351422,-1.772773
193,0.518132,18.618439,47.526892,0.363718,-2.396533
194,1.067508,76.208483,15.533824,2.936127,-4.618802
195,0.795226,32.499547,37.812263,2.539285,-3.908470
196,0.802396,32.690494,27.336601,0.413079,-3.660447
197,2.013537,25.559299,8.979782,0.354344,-1.768565
198,0.795226,71.982813,52.538926,1.582785,-0.527692
199,1.948870,48.588051,41.669847,2.597361,-3.908470
200,0.551775,19.080164,49.520474,0.349462,-5.960930
201,0.821739,32.690494,48.706003,0.349462,-5.960930
202,0.532862,25.559299,8.979782,0.349462,-5.960930
203,0.815778,25.559299,7.800799,0.212202,-2.724081
204,0.532862,38.714440,45.358178,0.349462,-5.960930
205,1.070471,25.559299,15.803011,0.316992,-3.983007
206,1.045004,76.757299,48.706003,0.271155,-2.374832
207,0.527446,19.099659,47.002825,0.397120,-5.709445
208,0.551775,19.080164,52.509643,0.368219,-4.383492
209,0.553390,25.559299,7.800799,0.358872,-4.381985
210,1.066981,25.559299,8.004312,0.351422,-1.772773
211,1.067508,76.208483,15.533824,2.936127,-4.618802
212,0.802396,32.690494,27.336601,0.413079,-3.660447
213,0.795226,32.499547,37.812263,2.539285,-3.908470
214,0.574799,25.559299,8.979782,0.365929,-2.396799
215,1.067508,76.208483,47.526892,0.361822,-2.396357
216,1.979096,25.559299,8.979782,0.364750,-2.396622
217,0.821709,25.559299,9.528485,0.363718,-2.396533
218,0.819572,25.559299,9.528485,0.362725,-2.396445
219,0.518132,18.618439,47.526892,0.363718,-2.396533
220,0.551775,19.080164,49.520474,0.349462,-5.960930
221,0.821739,32.690494,48.706003,0.349462,-5.960930
222,0.532862,25.559299,8.979782,0.349462,-5.960930
223,0.815778,25.559299,7.800799,0.212202,-2.724081
224,0.532862,38.714440,45.358178,0.349462,-5.960930
225,1.070471,25.559299,15.803011,0.316992,-3.983007
226,1.045004,76.757299,48.706003,0.271155,-2.374832
227,0.527446,19.099659,47.002825,0.397120,-5.709445
228,0.551775,19.080164,52.509643,0.368219,-4.383492
229,0.553390,25.559299,7.800799,0.358872,-4.381985
230,1.066981,25.559299,8.004312,0.351422,-1.772773
231,1.067508,76.208483,15.533824,2.936127,-4.618802
232,0.802396,32.690494,27.336601,0.413079,-3.660447
233,0.795226,32.499547,37.812263,2.539285,-3.908470
234,0.574799,25.559299,8.979782,0.365929,-2.396799
235,0.533405,19.365462,7.820913,0.359556,-2.395877
236,1.067508,76.208483,47.526892,0.361822,-2.396357
237,1.979096,25.559299,8.979782,0.364750,-2.396622
238,0.821709,25.559299,9.528485,0.363718,-2.396533
239,0.819572,25.559299,9.528485,0.362725,-2.396445
240,0.551775,19.080164,49.520474,0.349462,-5.960930
241,0.821739,32.690494,48.706003,0.349462,-5.960930
242,0.532862,25.559299,8.979782,0.349462,-5.960930
243,0.815778,25.559299,7.800799,0.212202,-2.724081
244,0.532862,38.714440,45.358178,0.349462,-5.960930
245,1.070471,25.559299,15.803011,0.316992,-3.983007
246,1.045004,76.757299,48.706003,0.271155,-2.374832
247,0.527446,19.099659,47.002825,0.397120,-5.709445
248,0.551775,19.080164,52.509643,0.368219,-4.383492
249,0.553390,25.559299,7.800799,0.358872,-4.381985
250,1.067508,76.208483,15.533824,2.936127,-4.618802
251,1.066981,25.559299,8.004312,0.351422,-1.772773
252,0.802396,32.690494,27.336601,0.413079,-3.660447
253,0.795226,32.499547,37.812263,2.539285,-3.908470
254,0.574799,25.559299,8.979782,0.365929,-2.396799
255,0.533405,19.365462,7.820913,0.359556,-2.395877
256,1.067508,76.208483,47.526892,0.361822,-2.396357
257,0.551689,25.521336,49.957702,0.359627,-2.396014
258,1.979096,25.559299,8.979782,0.364750,-2.396622
259,0.821709,25.559299,9.528485,0.363718,-2.396533
260,0.551775,19.080164,49.520474,0.349462,-5.960930
261,0.821739,32.690494,48.706003,0.349462,-5.960930
262,0.532862,25.559299,8.979782,0.349462,-5.960930
263,0.815778,25.559299,7.800799,0.212202,-2.724081
264,0.532862,38.714440,45.358178,0.349462,-5.960930
265,1.070471,25.559299,15.803011,0.316992,-3.983007
266,0.814375,25.521336,47.882324,0.260304,-3.660963
267,0.527446,19.099659,47.002825,0.397120,-5.709445
268,0.551775,19.080164,52.509643,0.368219,-4.383492
269,0.553390,25.559299,7.800799,0.358872,-4.381985
270,1.045004,76.757299,48.706003,0.271155,-2.374832
271,1.066981,25.559299,8.004312,0.351422,-1.772773
272,1.067508,76.208483,15.533824,2.936127,-4.618802
273,0.802396,32.690494,27.336601,0.413079,-3.660447
274,0.795226,32.499547,37.812263,2.539285,-3.908470
275,0.574799,25.559299,8.979782,0.365929,-2.396799
276,0.533405,19.365462,7.820913,0.359556,-2.395877
277,1.067508,76.208483,47.526892,0.361822,-2.396357
278,0.821709,25.559299,9.528485,0.363718,-2.396533
279,0.551689,25.521336,49.957702,0.359627,-2.396014
280,0.551775,19.080164,49.520474,0.349462,-5.960930
281,0.821739,32.690494,48.706003,0.349462,-5.960930
282,0.532862,25.559299,8.979782,0.349462,-5.960930
283,0.815778,25.559299,7.800799,0.212202,-2.724081
284,0.532862,38.714440,45.358178,0.349462,-5.960930
285,1.070471,25.559299,15.803011,0.316992,-3.983007
286,0.814375,25.521336,47.882324,0.260304,-3.660963
287,0.527446,19.099659,47.002825,0.397120,-5.709445
288,0.551775,19.080164,52.509643,0.368219,-4.383492
289,0.553390,25.559299,7.800799,0.358872,-4.381985
290,1.045004,76.757299,48.706003,0.271155,-2.374832
291,1.067508,76.208483,15.533824,2.936127,-4.618802
292,0.823668,19.099659,47.002825,0.290040,-2.372912
293,0.802396,32.690494,27.336601,0.413079,-3.660447
294,0.795226,32.499547,37.812263,2.539285,-3.908470
295,0.574799,25.559299,8.979782,0.365929,-2.396799
296,0.533405,19.365462,7.820913,0.359556,-2.395877
297,1.067508,76.208483,47.526892,0.361822,-2.396357
298,0.551689,25.521336,49.957702,0.359627,-2.396014
299,0.821709,25.559299,9.528485,0.363718,-2.396533
300,0.551775,19.080164,49.520474,0.349462,-5.960930
301,0.821739,32.690494,48.706003,0.349462,-5.960930
302,0.532862,25.559299,8.979782,0.349462,-5.960930
303,0.815778,25.559299,7.800799,0.212202,-2.724081
304,0.532862,38.714440,45.358178,0.349462,-5.960930
305,1.070471,25.559299,15.803011,0.316992,-3.983007
306,0.814375,25.521336,47.882324,0.260304,-3.660963
307,0.527446,19.099659,47.002825,0.397120,-5.709445
308,0.551775,19.080164,52.509643,0.368219,-4.383492
309,0.553390,25.559299,7.800799,0.358872,-4.381985
310,1.045004,76.757299,48.706003,0.271155,-2.374832
311,1.067508,76.208483,15.533824,2.936127,-4.618802
312,0.535358,25.531090,15.803011,0.359468,-4.380607
313,0.823668,19.099659,47.002825,0.290040,-2.372912
314,0.516995,19.311389,47.002825,0.345339,-1.800335
315,0.795226,32.499547,37.812263,2.539285,-3.908470
316,0.802396,32.690494,27.336601,0.413079,-3.660447
317,0.574799,25.559299,8.979782,0.365929,-2.396799
318,0.533405,19.365462,7.820913,0.359556,-2.395877
319,1.067508,76.208483,47.526892,0.361822,-2.396357
320,0.551775,19.080164,49.520474,0.349462,-5.960930
321,0.821739,32.690494,48.706003,0.349462,-5.960930
322,0.532862,25.559299,8.979782,0.349462,-5.960930
323,0.815778,25.559299,7.800799,0.212202,-2.724081
324,0.532862,38.714440,45.358178,0.349462,-5.960930
325,1.070471,25.559299,15.803011,0.316992,-3.983007
326,0.814375,25.521336,47.882324,0.260304,-3.660963
327,0.527446,19.099659,47.002825,0.397120,-5.709445
328,0.551775,19.080164,52.509643,0.368219,-4.383492
329,0.553390,25.559299,7.800799,0.358872,-4.381985
330,1.045004,76.757299,48.706003,0.271155,-2.374832
331,1.067508,76.208483,15.533824,2.936127,-4.618802
332,0.535358,25.531090,15.803011,0.359468,-4.380607
333,0.823668,19.099659,47.002825,0.290040,-2.372912
334,0.795226,32.499547,37.812263,2.539285,-3.908470
335,0.802396,32.690494,27.336601,0.413079,-3.660447
336,0.574799,25.559299,8.979782,0.365929,-2.396799
337,0.533405,19.365462,7.820913,0.359556,-2.395877
338,1.067508,76.208483,47.526892,0.361822,-2.396357
339,0.516995,19.311389,47.002825,0.345339,-1.800335
340,0.551775,19.080164,49.520474,0.349462,-5.960930
341,0.821739,32.690494,48.706003,0.349462,-5.960930
342,0.532862,25.559299,8.979782,0.349462,-5.960930
343,0.815778,25.559299,7.800799,0.212202,-2.724081
344,0.532862,38.714440,45.358178,0.349462,-5.960930
345,1.070471,25.559299,15.803011,0.316992,-3.983007
346,0.814375,25.521336,47.882324,0.260304,-3.660963
347,0.527446,19.099659,47.002825,0.397120,-5.709445
348,0.551775,19.080164,52.509643,0.368219,-4.383492
349,0.553390,25.559299,7.800799,0.358872,-4.381985
350,1.045004,76.757299,48.706003,0.271155,-2.374832
351,1.067508,76.208483,15.533824,2.936127,-4.618802
352,0.535358,25.531090,15.803011,0.359468,-4.380607
353,0.823668,19.099659,47.002825,0.290040,-2.372912
354,0.795226,32.499547,37.812263,2.539285,-3.908470
355,0.516995,19.311389,47.002825,0.345339,-1.800335
356,0.802396,32.690494,27.336601,0.413079,-3.660447
357,0.574799,25.559299,8.979782,0.365929,-2.396799
358,0.533405,19.365462,7.820913,0.359556,-2.395877
359,1.067508,76.208483,47.526892,0.361822,-2.396357
360,0.551775,19.080164,49.520474,0.349462,-5.960930
361,0.821739,32.690494,48.706003,0.349462,-5.960930
362,0.532862,25.559299,8.979782,0.349462,-5.960930
363,0.815778,25.559299,7.800799,0.212202,-2.724081
364,0.532862,38.714440,45.358178,0.349462,-5.960930
365,1.070471,25.559299,15.803011,0.316992,-3.983007
366,0.814375,25.521336,47.882324,0.260304,-3.660963
367,0.527446,19.099659,47.002825,0.397120,-5.709445
368,0.551775,19.080164,52.509643,0.368219,-4.383492
369,0.553390,25.559299,7.800799,0.358872,-4.381985
370,1.045004,76.757299,48.706003,0.271155,-2.374832
371,0.795226,21.643378,43.057655,0.272843,-2.514012
372,1.067243,32.690494,48.391060,0.271155,-2.374832
373,1.067508,76.208483,15.533824,2.936127,-4.618802
374,0.535358,25.531090,15.803011,0.359468,-4.380607
375,0.823668,19.099659,47.002825,0.290040,-2.372912
376,0.795226,32.499547,37.812263,2.539285,-3.908470
377,0.516995,19.311389,47.002825,0.345339,-1.800335
378,0.802396,32.690494,27.336601,0.413079,-3.660447
379,0.574799,25.559299,8.979782,0.365929,-2.396799
380,0.551775,19.080164,49.520474,0.349462,-5.960930
381,0.821739,32.690494,48.706003,0.349462,-5.960930
382,0.532862,25.559299,8.979782,0.349462,-5.960930
383,0.815778,25.559299,7.800799,0.212202,-2.724081
384,0.532862,38.714440,45.358178,0.349462,-5.960930
385,1.070471,25.559299,15.803011,0.316992,-3.983007
386,0.814375,25.521336,47.882324,0.260304,-3.660963
387,0.527446,19.099659,47.002825,0.397120,-5.709445
388,0.551775,19.080164,52.509643,0.368219,-4.383492
389,0.553390,25.559299,7.800799,0.358872,-4.381985
390,1.045004,76.757299,48.706003,0.271155,-2.374832
391,0.795226,21.643378,43.057655,0.272843,-2.514012
392,1.067243,32.690494,48.391060,0.271155,-2.374832
393,1.067508,76.208483,15.533824,2.936127,-4.618802
394,0.535358,25.531090,15.803011,0.359468,-4.380607
395,1.045004,75.016675,16.136459,0.274056,-2.375092
396,0.823668,19.099659,47.002825,0.290040,-2.372912
397,0.795226,32.499547,37.812263,2.539285,-3.908470
398,0.802396,32.690494,27.336601,0.413079,-3.660447
399,0.574799,25.559299,8.979782,0.365929,-2.396799
400,0.551775,19.080164,49.520474,0.349462,-5.960930
401,0.821739,32.690494,48.706003,0.349462,-5.960930
402,0.532862,25.559299,8.979782,0.349462,-5.960930
403,0.815778,25.559299,7.800799,0.212202,-2.724081
404,0.532862,38.714440,45.358178,0.349462,-5.960930
405,1.070471,25.559299,15.803011,0.316992,-3.983007
406,0.814375,25.521336,47.882324,0.260304,-3.660963
407,0.527446,19.099659,47.002825,0.397120,-5.709445
408,0.551775,19.080164,52.509643,0.368219,-4.383492
409,0.553390,25.559299,7.800799,0.358872,-4.381985
410,1.045004,76.757299,48.706003,0.271155,-2.374832
411,0.795226,21.643378,43.057655,0.272843,-2.514012
412,1.067243,32.690494,48.391060,0.271155,-2.374832
413,0.821739,32.715481,48.706003,0.328462,-2.758951
414,1.045004,76.702596,48.706003,0.271155,-2.374832
415,1.070471,76.764499,15.913608,0.271155,-2.374832
416,1.067508,76.208483,15.533824,2.936127,-4.618802
417,0.535358,25.531090,15.803011,0.359468,-4.380607
418,1.045004,75.016675,16.136459,0.274056,-2.375092
419,0.795226,32.499547,37.812263,2.539285,-3.908470
420,0.551775,19.080164,49.520474,0.349462,-5.960930
421,0.821739,32.690494,48.706003,0.349462,-5.960930
422,0.532862,25.559299,8.979782,0.349462,-5.960930
423,0.815778,25.559299,7.800799,0.212202,-2.724081
424,0.532862,38.714440,45.358178,0.349462,-5.960930
425,1.070471,25.559299,15.803011,0.316992,-3.983007
426,0.814375,25.521336,47.882324,0.260304,-3.660963
427,0.527446,19.099659,47.002825,0.397120,-5.709445
428,0.551775,19.080164,52.509643,0.368219,-4.383492
429,0.553390,25.559299,7.800799,0.358872,-4.381985
430,1.045004,76.757299,48.706003,0.271155,-2.374832
431,0.795226,21.643378,43.057655,0.272843,-2.514012
432,1.067243,32.690494,48.391060,0.271155,-2.374832
433,0.821739,32.715481,48.706003,0.328462,-2.758951
434,1.045004,76.702596,48.706003,0.271155,-2.374832
435,1.070471,76.764499,15.913608,0.271155,-2.374832
436,1.067508,76.208483,15.533824,2.936127,-4.618802
437,0.535358,25.531090,15.803011,0.359468,-4.380607
438,1.045004,75.016675,16.136459,0.274056,-2.375092
439,0.535043,38.714440,45.358178,0.364750,-2.396622
440,0.551775,19.080164,49.520474,0.349462,-5.960930
441,0.821739,32.690494,48.706003,0.349462,-5.960930
442,0.532862,25.559299,8.979782,0.349462,-5.960930
443,0.815778,25.559299,7.800799,0.212202,-2.724081
444,0.532862,38.714440,45.358178,0.349462,-5.960930
445,1.070471,25.559299,15.803011,0.316992,-3.983007
446,0.814375,25.521336,47.882324,0.260304,-3.660963
447,0.551775,19.080164,52.509643,0.368219,-4.383492
448,0.553390,25.559299,7.800799,0.358872,-4.381985
449,0.534954,19.099659,47.002825,0.375248,-5.960930
450,1.045004,76.757299,48.706003,0.271155,-2.374832
451,0.795226,21.643378,43.057655,0.272843,-2.514012
452,1.067243,32.690494,48.391060,0.271155,-2.374832
453,0.821739,32.715481,48.706003,0.328462,-2.758951
454,1.045004,76.702596,48.706003,0.271155,-2.374832
455,1.070471,76.764499,15.913608,0.271155,-2.374832
456,0.535358,25.531090,15.803011,0.359468,-4.380607
457,0.527446,19.099659,47.002825,0.397120,-5.709445
458,1.045004,75.016675,16.136459,0.274056,-2.375092
459,0.535043,38.714440,45.358178,0.364750,-2.396622
460,0.551775,19.080164,49.520474,0.349462,-5.960930
461,0.821739,32.690494,48.706003,0.349462,-5.960930
462,0.532862,25.559299,8.979782,0.349462,-5.960930
463,0.815778,25.559299,7.800799,0.212202,-2.724081
464,0.532862,38.714440,45.358178,0.349462,-5.960930
465,1.070471,25.559299,15.803011,0.316992,-3.983007
466,0.814375,25.521336,47.882324,0.260304,-3.660963
467,0.551775,19.080164,52.509643,0.368219,-4.383492
468,0.553390,25.559299,7.800799,0.358872,-4.381985
469,0.534954,19.099659,47.002825,0.375248,-5.960930
470,1.045004,76.757299,48.706003,0.271155,-2.374832
471,0.795226,21.643378,43.057655,0.272843,-2.514012
472,1.067243,32.690494,48.391060,0.271155,-2.374832
473,0.821739,32.715481,48.706003,0.328462,-2.758951
474,1.045004,76.702596,48.706003,0.271155,-2.374832
475,1.070471,76.764499,15.913608,0.271155,-2.374832
476,0.535358,25.531090,15.803011,0.359468,-4.380607
477,0.527446,19.099659,47.002825,0.397120,-5.709445
478,1.045004,75.016675,16.136459,0.274056,-2.375092
479,0.535043,38.714440,45.358178,0.364750,-2.396622
480,0.551775,19.080164,49.520474,0.349462,-5.960930
481,0.821739,32.690494,48.706003,0.349462,-5.960930
482,0.532862,25.559299,8.979782,0.349462,-5.960930
483,0.815778,25.559299,7.800799,0.212202,-2.724081
484,0.532862,38.714440,45.358178,0.349462,-5.960930
485,1.070471,25.559299,15.803011,0.316992,-3.983007
486,0.814375,25.521336,47.882324,0.260304,-3.660963
487,0.551775,19.080164,52.509643,0.368219,-4.383492
488,0.553390,25.559299,7.800799,0.358872,-4.381985
489,0.534954,19.099659,47.002825,0.375248,-5.960930
490,1.045004,76.757299,48.706003,0.271155,-2.374832
491,0.795226,21.643378,43.057655,0.272843,-2.514012
492,1.067243,32.690494,48.391060,0.271155,-2.374832
